,id,online_id,year,quarter,service,value,program,theme,media_type,pubdate,headline,objective1,objective2,objective3
2076,28421,0f93a653-36d1-4f6a-98be-ee5993578235,2019,1,Bengali,7,VEO,Anti-Crime,article,2018-02-20,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
2077,28422,18bdaa69-6c0e-448b-b037-4d0a95f1387a,2019,1,Bengali,7,VEO,Anti-Drugs,article,2018-07-20,,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",,
2078,28423,1c166294-11de-4ca1-ac29-090089fede5a,2019,1,Bengali,7,VEO,Human Rights,article,2018-02-01,,Impede the spread of extremist ideology in the AOR,,
2079,28424,293148e1-83cc-418b-98da-7572826aca99,2019,1,Bengali,7,VEO,Democratic Processes,article,2015-11-04,,Impede the spread of extremist ideology in the AOR,,
2080,28425,37211dd0-99a8-4317-bca7-24e06754c48c,2019,1,Bengali,7,VEO,Employment (Jobs),article,2016-02-23,,Reduce effectiveness of VEO recruiting efforts,,
2081,28426,390bdca4-edb6-428c-b5d8-069961995972,2019,1,Bengali,7,VEO,Anti-Crime,article,2016-03-08,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
2082,28427,3aee068e-7e54-432b-a484-88379aa00f39,2019,1,Bengali,7,VEO,Anti-Crime,article,2018-06-14,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
2083,28428,47d8c3de-5b84-475c-8075-df784c03d53c,2019,1,Bengali,7,VEO,Human Rights,article,2016-03-24,,Impede the spread of extremist ideology in the AOR,,
2084,28429,4a037c13-e514-4341-950c-430588e97a0d,2019,1,Bengali,7,VEO,Human Rights,article,2018-11-02,,Impede the spread of extremist ideology in the AOR,,
2085,28430,4fbbe1e6-244b-47fd-9506-d404105be13d,2019,1,Bengali,7,VEO,Open Society,article,2016-07-14,,Impede the spread of extremist ideology in the AOR,,
2086,28431,50d95fb8-1784-43ac-85cc-a1cbb1a310b7,2019,1,Bengali,7,VEO,Anti-Crime,article,2015-03-26,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
2087,28432,51fdddf3-7f5f-4625-896f-d2f754778f3c,2019,1,Bengali,7,VEO,Smuggling/Trafficking,article,2016-09-21,,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",,
2088,28433,54cf69c8-3227-4908-b9ea-a6beab7495a2,2019,1,Bengali,7,VEO,Anti-Crime,article,2018-05-03,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
2089,28434,55c4da9c-3d9e-4cd5-bb8b-83d13eefa7d6,2019,1,Bengali,7,VEO,VEO Consequences,article,2017-11-28,,Reduce effectiveness of VEO recruiting efforts,,
2090,28435,5c8e544b-514a-4aac-8092-af4e9cb3166f,2019,1,Bengali,7,VEO,Economy,article,2017-02-10,,Reduce support for radical Islam and terrorism,,
2091,28436,62262c54-0f73-45fb-9984-2c2fff23f7a3,2019,1,Bengali,7,VEO,Regional Cooperation,article,2016-08-26,,Increase regional stability,,
2092,28437,67196a0d-67f6-4776-9096-798c40517400,2019,1,Bengali,7,VEO,Human Rights,article,2016-12-02,,Impede the spread of extremist ideology in the AOR,,
2093,28438,6d0113fa-0837-47c8-a6e4-287c1259a857,2019,1,Bengali,7,VEO,Anti-Drugs,article,2017-07-18,,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",,
2094,28439,6dd5d8b1-8d32-436b-9a62-cc77abf7dfc3,2019,1,Bengali,7,VEO,Democratic Processes,article,2018-11-21,,Impede the spread of extremist ideology in the AOR,,
2095,28440,6eb454d7-886a-41b2-b904-9adf4688f976,2019,1,Bengali,7,VEO,Human Rights,article,2018-05-24,,Impede the spread of extremist ideology in the AOR,,
2096,28441,7027a3c9-6fc6-4ff1-86c7-f160c0899b0e,2019,1,Bengali,7,VEO,Democratic Processes,article,2018-04-02,,Impede the spread of extremist ideology in the AOR,,
2097,28442,8130c203-43f3-4e6f-8d75-892f615fdeca,2019,1,Bengali,7,VEO,VEO Ideology,article,2017-05-11,,Reduce support for radical Islam and terrorism,,
2098,28443,89bca00d-9e84-45b1-916c-e02f169fab13,2019,1,Bengali,7,VEO,Human Rights,article,2018-08-21,,Impede the spread of extremist ideology in the AOR,,
2099,28444,91aace81-152c-4afd-9829-179765b7dedd,2019,1,Bengali,7,VEO,Regional Cooperation,article,2018-07-16,,Increase regional stability,,
2100,28445,a4565049-05dd-4ffd-86ff-49e9834b9895,2019,1,Bengali,7,VEO,Border Security,article,2018-05-18,,Increase regional stability,,
2101,28446,a674835b-3e3d-48cf-8884-ba3c8aea99b3,2019,1,Bengali,7,VEO,VEO Consequences,article,2018-05-08,,Reduce effectiveness of VEO recruiting efforts,,
2102,28447,ab62a704-98ac-4d39-aca2-915a4907617a,2019,1,Bengali,7,VEO,Regional Cooperation,article,2017-04-26,,Increase regional stability,,
2103,28448,ad23eddf-54db-43bd-ab73-c74ad31d6bd4,2019,1,Bengali,7,VEO,Anti-Crime,article,2016-03-07,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
2104,28449,af1e66a6-516a-4aa9-8640-a734a88e1ba1,2019,1,Bengali,7,VEO,Human Rights,article,2017-09-20,,Impede the spread of extremist ideology in the AOR,,
2105,28450,d88feab5-67c3-4aab-bac1-9201b93745ba,2019,1,Bengali,7,VEO,VEO Family Impact,article,2016-06-03,,Reduce effectiveness of VEO recruiting efforts,,
2106,28451,dcfb61a3-0197-40b5-a1c2-f2afe8e5610c,2019,1,Bengali,7,VEO,Democratic Processes,article,2018-11-16,,Impede the spread of extremist ideology in the AOR,,
2107,28452,e7d2463d-3c50-4047-9a10-9ab1593fc459,2019,1,Bengali,7,VEO,Democratic Processes,article,2017-12-21,,Impede the spread of extremist ideology in the AOR,,
2108,28453,f8d8e581-c4dd-42df-bb66-52ad0d2e588c,2019,1,Bengali,7,VEO,VEO Consequences,article,2018-06-11,,Reduce effectiveness of VEO recruiting efforts,,
2109,28454,f8f50458-dae2-489a-ab22-c72b80b39b6d,2019,1,Bengali,7,VEO,Anti-Crime,article,2016-01-27,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
2110,28455,fd0fdb44-043b-4fb1-b870-94025db84b92,2019,1,Bengali,7,VEO,Open Society,article,2018-03-15,,Impede the spread of extremist ideology in the AOR,,
2111,28456,09f58d01-1a05-402d-b9dd-ca542acf8f34,2019,1,Bengali,6,VEO,Anti-Crime,article,2017-08-23,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
2112,28457,14cd6455-c024-4f3f-8cd7-0a0a83ebd75b,2019,1,Bengali,6,VEO,VEO Consequences,article,2018-02-26,,Reduce effectiveness of VEO recruiting efforts,,
2113,28458,154aadef-2315-496a-a83d-c3515854b922,2019,1,Bengali,6,VEO,Rule of Law,article,2017-02-22,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
2114,28459,169e289c-5204-41ee-b9d1-904b357b7a41,2019,1,Bengali,6,VEO,Tolerance,article,2016-09-10,,Impede the spread of extremist ideology in the AOR,,
2115,28460,17a5b134-d427-4587-aa18-ecf119e67a00,2019,1,Bengali,6,VEO,Open Society,article,2017-02-20,,Impede the spread of extremist ideology in the AOR,,
2116,28461,26566013-9883-4c91-b792-6fe76ae940fd,2019,1,Bengali,6,VEO,Economy,article,2017-03-30,,Reduce support for radical Islam and terrorism,,
2117,28462,2714964e-a7da-450f-be96-e2161c54755f,2019,1,Bengali,6,VEO,Economy,article,2017-07-05,,Reduce support for radical Islam and terrorism,,
2118,28463,30846b22-3a7a-4ad5-b1a8-099d4424ac23,2019,1,Bengali,6,VEO,VEO Consequences,article,2017-07-18,,Reduce effectiveness of VEO recruiting efforts,,
2119,28464,372d7ceb-ab03-4227-9388-8c76cb3e323a,2019,1,Bengali,6,VEO,Human Rights,article,2018-09-17,,Impede the spread of extremist ideology in the AOR,,
2120,28465,3e24ce57-82a0-41d7-a0c1-d867560e228f,2019,1,Bengali,6,VEO,SESI,article,2015-10-13,,None,,
2121,28466,4207eee5-cd16-4018-9953-37cfb2cef3ba,2019,1,Bengali,6,VEO,Open Society,article,2017-04-18,,Impede the spread of extremist ideology in the AOR,,
2122,28467,47401274-0fa4-4dfc-8315-23acfe9b0ae1,2019,1,Bengali,6,VEO,Human Rights,article,2017-11-02,,Impede the spread of extremist ideology in the AOR,,
2123,28468,52b95897-9440-4eeb-ab0c-a2c962ce1079,2019,1,Bengali,6,VEO,Human Rights,article,2018-10-11,,Impede the spread of extremist ideology in the AOR,,
2124,28469,5abe6d71-2da6-42fe-ac15-fe6a42704a66,2019,1,Bengali,6,VEO,VEO Consequences,article,2018-06-25,,Reduce effectiveness of VEO recruiting efforts,,
2125,28470,5fd68aef-ce69-42c6-b0eb-70a9bbcf54b8,2019,1,Bengali,6,VEO,Anti-Crime,article,2015-12-29,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
2126,28471,61bcdf51-3576-40d7-8301-5b3882e40dd8,2019,1,Bengali,6,VEO,VEO Ideology,article,2015-09-14,,Reduce support for radical Islam and terrorism,,
2127,28472,684d41d1-4b60-409b-8779-16db652ccc30,2019,1,Bengali,6,VEO,Rule of Law,article,2016-02-09,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
2128,28473,69e15b6b-1969-4b67-b34f-992fd65ffbc5,2019,1,Bengali,6,VEO,Human Rights,article,2018-11-20,,Impede the spread of extremist ideology in the AOR,,
2129,28474,6b90c43a-d3db-4c31-bea0-981f20aefcc0,2019,1,Bengali,6,VEO,Tolerance,article,2017-12-22,,Impede the spread of extremist ideology in the AOR,,
2130,28475,8168775d-d6d3-43ba-a07a-6f49ba9b3272,2019,1,Bengali,6,VEO,Economy,article,2018-08-03,,Reduce support for radical Islam and terrorism,,
2131,28476,84335b87-d10e-4602-b3e5-5ecc5b00a347,2019,1,Bengali,6,VEO,VEO Consequences,article,2016-02-25,,Reduce effectiveness of VEO recruiting efforts,,
2132,28477,8715323d-c133-473b-8ef4-963d52e9860b,2019,1,Bengali,6,VEO,Economy,article,2018-07-05,,Reduce support for radical Islam and terrorism,,
2133,28478,888782a3-9452-4d80-840d-19e66f24de7a,2019,1,Bengali,6,VEO,Anti-Crime,article,2017-11-07,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
2134,28479,8bf626ad-2f1a-4623-bae3-6d15a7266b72,2019,1,Bengali,6,VEO,Regional Cooperation,article,2017-04-11,,Increase regional stability,,
2135,28480,9c512a17-358d-406a-a16e-915b28f92b34,2019,1,Bengali,6,VEO,Human Rights,article,2018-08-23,,Impede the spread of extremist ideology in the AOR,,
2136,28481,9ea9265f-1b88-4108-82cd-a7d6498a93e7,2019,1,Bengali,6,VEO,VEO Consequences,article,2017-07-06,,Reduce effectiveness of VEO recruiting efforts,,
2137,28482,a2812355-d9e2-4fde-ac3e-07dfc093e9d2,2019,1,Bengali,6,VEO,Human Rights,article,2018-10-03,,Impede the spread of extremist ideology in the AOR,,
2138,28483,a3111853-7b54-4081-8172-9e0d9e96723d,2019,1,Bengali,6,VEO,Economy,article,2015-10-21,,Reduce support for radical Islam and terrorism,,
2139,28484,a8841e1a-0170-4666-8ed9-87fdcd5feb54,2019,1,Bengali,6,PRC,Open society,article,2018-11-01,â€˜à¦¡à¦¿à¦œà¦¿à¦Ÿà¦¾à¦² à¦¨à¦¿à§Ÿà¦¨à§à¦¤à§à¦°à¦£à¦¬à¦¾à¦¦à§‡â€™ à¦à§à¦à¦•à¦›à§‡ à¦…à¦¨à§‡à¦•à¦—à§à¦²à§‹ à¦¦à§‡à¦¶: à¦«à§à¦°à¦¿à¦¡à¦® à¦¹à¦¾à¦‰à¦¸,"Deter adversary aggression, provocation, or coercion","Deter regional aggression, provocation, or coercion against the US, Allies, and partners",
2140,28485,a9e76588-4a9d-4557-b918-f09181229cec,2019,1,Bengali,6,VEO,Open Society,article,2015-09-04,,Impede the spread of extremist ideology in the AOR,,
2141,28486,b1380fa3-08b8-41f1-a29c-64a2268e81b4,2019,1,Bengali,6,VEO,Rule of Law,article,2018-10-25,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
2142,28487,c19d9c8e-e384-414a-a497-1912834b0bd2,2019,1,Bengali,6,VEO,Regional Security,article,2018-08-28,,Increase regional stability,,
2143,28488,c464b2a7-e98d-4b52-a5af-4b85f893662d,2019,1,Bengali,6,VEO,VEO Consequences,article,2015-08-06,,Reduce effectiveness of VEO recruiting efforts,,
2144,28489,cb6bd8e0-c40a-49ba-a631-d5f598946998,2019,1,Bengali,6,VEO,Democratic Processes,article,2018-10-01,,Impede the spread of extremist ideology in the AOR,,
2145,28490,cfc76314-a830-4bbd-9773-139d238da6cc,2019,1,Bengali,6,VEO,Human Rights,article,2017-02-22,,Impede the spread of extremist ideology in the AOR,,
2146,28491,d10bf8c9-bbbc-496f-9730-ba29b268cef4,2019,1,Bengali,6,VEO,Border Security,article,2017-03-07,,Increase regional stability,,
2147,28492,db0d6631-ac97-4ba2-b68f-5b298f823a30,2019,1,Bengali,6,VEO,Rule of Law,article,2018-04-12,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
2148,28493,dc8708eb-c220-4ca5-81ff-b58e43a06c93,2019,1,Bengali,6,VEO,Tolerance,article,2018-06-18,,Impede the spread of extremist ideology in the AOR,,
2149,28494,dca72b12-2f87-45b8-8ef9-d9fb95e26c8f,2019,1,Bengali,6,VEO,Human Rights,article,2017-07-06,,Impede the spread of extremist ideology in the AOR,,
2150,28495,e6c43467-6568-4035-ad4f-be82ea4a2af9,2019,1,Bengali,6,VEO,VEO Consequences,article,2018-06-28,,Reduce effectiveness of VEO recruiting efforts,,
2151,28496,eff90ebe-3bee-4505-9155-ab63b8995234,2019,1,Bengali,6,VEO,Judicial Process,article,2018-03-20,,Reduce criminal influence throughout the region,,
2152,28497,f9d21905-e2c1-4275-8f4d-600738f63221,2019,1,Bengali,6,VEO,Anti-Drugs,article,2018-11-05,,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",,
2153,28498,fc032a57-6c2f-4a70-b9e9-e654d88d47d4,2019,1,Bengali,6,VEO,Judicial Process,article,2016-10-31,,Reduce criminal influence throughout the region,,
2154,28499,fcd4a97a-8fde-4208-9e43-9d03b9a15f83,2019,1,Bengali,6,VEO,Human Rights,article,2016-12-27,,Impede the spread of extremist ideology in the AOR,,
2155,28500,ff77eec9-f236-4c75-a81f-093e080d4a28,2019,1,Bengali,6,VEO,Moderate Islam,article,2017-06-01,,Impede the spread of extremist ideology in the AOR,Reduce support for radical Islam and terrorism,
2156,28501,0043ba5f-480b-4176-b7c7-d1ac40d393ce,2019,1,Bengali,5,VEO,Tolerance,article,2018-02-07,,Impede the spread of extremist ideology in the AOR,,
2157,28502,00f32a13-e866-4509-afb3-4642e33dc118,2019,1,Bengali,5,VEO,Anti-Crime,article,2016-06-23,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
2158,28503,03a5673b-8384-4cb3-a8f9-464e4be41eec,2019,1,Bengali,5,VEO,Anti-Crime,article,2017-02-14,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
2159,28504,03e3ef85-794c-4725-9f97-07a7f32ba7fe,2019,1,Bengali,5,VEO,Anti-Crime,article,2018-03-08,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
2160,28505,0780c4c8-2952-491c-a61d-946c0f7c815c,2019,1,Bengali,5,VEO,Human Rights,article,2017-02-01,,Impede the spread of extremist ideology in the AOR,,
2161,28506,09810045-c400-42b4-91ae-f0188d3115d1,2019,1,Bengali,5,VEO,VEO Consequences,article,2017-05-22,,Reduce effectiveness of VEO recruiting efforts,,
2162,28507,09c507bf-4786-40c4-a6ee-93b89af85a06,2019,1,Bengali,5,VEO,Regional Security,article,2015-12-17,,Increase regional stability,,
2163,28508,0d65c985-f9eb-4cfb-a87a-22c4514eb287,2019,1,Bengali,5,VEO,Human Rights,article,2016-01-13,,Impede the spread of extremist ideology in the AOR,,
2164,28509,0d6d7c69-3cf7-4933-87bb-892c54b61402,2019,1,Bengali,5,VEO,Rule of Law,article,2018-08-24,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
2165,28510,0e3d7f26-f82c-4ff4-b32c-8e69f7c2aa3c,2019,1,Bengali,5,VEO,Economy,article,2016-06-23,,Reduce support for radical Islam and terrorism,,
2166,28511,179dd3f2-6aaf-46d8-b5bc-e26dffba0252,2019,1,Bengali,5,VEO,Human Rights,article,2017-08-28,,Impede the spread of extremist ideology in the AOR,,
2167,28512,17efe18e-9cce-411d-9870-bb014781bcfb,2019,1,Bengali,5,VEO,Human Rights,article,2016-04-11,,Impede the spread of extremist ideology in the AOR,,
2168,28513,1c656ab4-650b-47db-a99e-fd0c00d854ac,2019,1,Bengali,5,VEO,Employment (Jobs),article,2018-07-17,,Reduce effectiveness of VEO recruiting efforts,,
2169,28514,1fab01bc-7407-4b53-bab0-c534c0020c90,2019,1,Bengali,5,VEO,SESI,article,2016-10-11,,None,,
2170,28515,28b6e071-14d4-459f-8a65-e1a8f5aef145,2019,1,Bengali,5,VEO,VEO Consequences,article,2017-06-09,,Reduce effectiveness of VEO recruiting efforts,,
2171,28516,2ee982ce-eb60-4919-8ec0-2c1a85dc163a,2019,1,Bengali,5,VEO,VEO Consequences,article,2017-04-21,,Reduce effectiveness of VEO recruiting efforts,,
2172,28517,409d0be1-1dcf-425d-bda6-efb038b20230,2019,1,Bengali,5,VEO,Democratic Processes,article,2016-10-21,,Impede the spread of extremist ideology in the AOR,,
2173,28518,40dbc437-b611-4e4d-8fab-c73446c0ced0,2019,1,Bengali,5,,,,,,,,
2174,28519,41d34273-67e8-43de-8aa2-08b5c33df208,2019,1,Bengali,5,VEO,Border Security,article,2018-07-19,,Increase regional stability,,
2175,28520,43fa012c-451e-468b-b866-f4515eda74e5,2019,1,Bengali,5,VEO,Human Rights,article,2018-11-12,,Impede the spread of extremist ideology in the AOR,,
2176,28521,4c8e30ef-3fc3-4b5a-8a67-522a86cc870a,2019,1,Bengali,5,VEO,VEO Consequences,article,2015-05-12,বাংলাদেশে আবারও ব্লগার খুন,Reduce effectiveness of VEO recruiting efforts,,
2177,28522,565a9050-6288-47be-a0af-425c728e0372,2019,1,Bengali,5,VEO,Anti-Crime,article,2017-04-21,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
2178,28523,6d852bdf-5cb5-4c8f-838c-d2eb063622b9,2019,1,Bengali,5,VEO,Economy,article,2017-02-17,,Reduce support for radical Islam and terrorism,,
2179,28524,6d99f615-2cac-41cd-92a7-f5547a93b10a,2019,1,Bengali,5,VEO,Human Rights,slideshow,2018-09-07,,Impede the spread of extremist ideology in the AOR,,
2180,28525,75f7886a-20f1-42e8-82e7-f0db4fa4d8c8,2019,1,Bengali,5,VEO,Smuggling/Trafficking,article,2017-03-10,,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",,
2181,28526,7688c873-c4ea-45f4-87c9-72e5974cef72,2019,1,Bengali,5,VEO,Regional Cooperation,article,2015-05-06,,Increase regional stability,,
2182,28527,8546272a-f562-4106-a441-f947f408c89d,2019,1,Bengali,5,VEO,Open Society,article,2017-01-10,,Impede the spread of extremist ideology in the AOR,,
2183,28528,87411c58-578c-474c-9436-2bf7ebaea78b,2019,1,Bengali,5,VEO,Regional Cooperation,article,2018-03-09,,Increase regional stability,,
2184,28529,88dcb3d2-dfae-4789-bc72-d77dadb11cfe,2019,1,Bengali,5,VEO,VEO Consequences,article,2015-06-04,ভারতের মনিপুরে বিদ্রোহীদের আক্রমনে ২০ সেনা সদস্য নিহত,Reduce effectiveness of VEO recruiting efforts,,
2185,28530,8c44394b-cb64-438b-9e0d-8ac6aeaa9517,2019,1,Bengali,5,VEO,Human Rights,article,2015-04-10,,Impede the spread of extremist ideology in the AOR,,
2186,28531,9389185b-fdae-4d40-88cf-19b3e5bb136e,2019,1,Bengali,5,VEO,Human Rights,article,2018-10-12,,Impede the spread of extremist ideology in the AOR,,
2187,28532,988e216e-56ac-4077-ab8e-f7283ed24468,2019,1,Bengali,5,VEO,Rule of Law,article,2018-08-02,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
2188,28533,a34a7d7a-f356-469f-a0ab-b69d90a011a8,2019,1,Bengali,5,VEO,Anti-Crime,article,2015-03-16,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
2189,28534,b494f521-0b26-44a4-9dd9-52452899d08c,2019,1,Bengali,5,VEO,Tolerance,article,2017-10-10,,Impede the spread of extremist ideology in the AOR,,
2190,28535,ba5d0382-aa88-4e18-be69-83e829365ada,2019,1,Bengali,5,VEO,Employment (Jobs),article,2018-07-02,,Reduce effectiveness of VEO recruiting efforts,,
2191,28536,bb1c3ca9-b20f-43a5-9609-cdac6f0b7e42,2019,1,Bengali,5,VEO,Employment (Jobs),article,2015-04-21,,Reduce effectiveness of VEO recruiting efforts,,
2192,28537,be46afdc-38b4-4029-add7-130be43a72fc,2019,1,Bengali,5,VEO,Democratic Processes,article,2018-08-28,,Impede the spread of extremist ideology in the AOR,,
2193,28538,cfad6c2b-134f-4210-bc84-6a67ea41a9df,2019,1,Bengali,5,VEO,Open Society,article,2016-09-07,,Impede the spread of extremist ideology in the AOR,,
2194,28539,e25d56a8-5f7e-46c8-90b1-a733fe33931b,2019,1,Bengali,5,VEO,Anti-Crime,article,2016-03-08,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
2195,28540,e4cbdf87-d18b-41b4-aff4-4680ef39557f,2019,1,Bengali,5,VEO,Democratic Processes,article,2018-08-16,,Impede the spread of extremist ideology in the AOR,,
2196,28541,ebd52610-bdd9-4309-930c-5fc695d157a4,2019,1,Bengali,5,VEO,Human Rights,article,2015-06-10,,Impede the spread of extremist ideology in the AOR,,
2197,28542,ecce7afa-4e61-427a-b7c3-0f29369a8485,2019,1,Bengali,5,VEO,Democratic Processes,article,2015-07-14,,Impede the spread of extremist ideology in the AOR,,
2198,28543,eed43c4f-0803-492f-9d8a-70ce7208f79d,2019,1,Bengali,5,VEO,Smuggling/Trafficking,article,2018-09-06,,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",,
2199,28544,f4a133a2-b4b6-4608-a480-68b98e6bf253,2019,1,Bengali,5,VEO,Regional Cooperation,article,2016-08-18,,Increase regional stability,,
2200,28545,f6867a2d-3f74-4cbe-bf83-7ebc5d717ee8,2019,1,Bengali,5,VEO,Economy,article,2015-05-20,,Reduce support for radical Islam and terrorism,,
2201,28546,fb94625c-b5fe-434a-aab7-aa8c426fe257,2019,1,Bengali,5,VEO,Economy,article,2018-05-30,,Reduce support for radical Islam and terrorism,,
2202,28547,ffa0e335-f536-4596-a5c1-9393ab48993c,2019,1,Bengali,5,VEO,Judicial Process,article,2018-09-05,,Reduce criminal influence throughout the region,,
2203,28548,0026a14f-3c35-41f8-92de-ce4cc48bd9be,2019,1,Bengali,4,VEO,Anti-Crime,article,2016-11-08,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
2204,28549,03be03fd-4067-4abb-81ff-82130298c43a,2019,1,Bengali,4,VEO,VEO Consequences,article,2018-01-12,,Reduce effectiveness of VEO recruiting efforts,,
2205,28550,05053161-b0ad-4d46-8970-e3593476207a,2019,1,Bengali,4,VEO,Smuggling/Trafficking,article,2016-07-25,,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",,
2206,28551,072ca3c9-f776-4d0a-9668-9c64a52de304,2019,1,Bengali,4,VEO,VEO Consequences,article,2015-11-30,,Reduce effectiveness of VEO recruiting efforts,,
2207,28552,09987ee3-f9da-4639-a928-2508077a15eb,2019,1,Bengali,4,VEO,Employment (Jobs),article,2017-04-24,,Reduce effectiveness of VEO recruiting efforts,,
2208,28553,0a4a6ab7-73a4-4ca5-8b40-9a18773c2780,2019,1,Bengali,4,VEO,Human Rights,article,2018-08-06,,Impede the spread of extremist ideology in the AOR,,
2209,28554,0c4ed391-e133-4c4b-8776-b7f7829f164c,2019,1,Bengali,4,VEO,Employment (Jobs),article,2015-06-02,,Reduce effectiveness of VEO recruiting efforts,,
2210,28555,0df3cb96-5343-4c83-b228-f262be38c304,2019,1,Bengali,4,VEO,Economy,article,2016-01-15,,Reduce support for radical Islam and terrorism,,
2211,28556,1129291d-6183-4497-a118-08a92b214a1d,2019,1,Bengali,4,VEO,Anti-Crime,article,2015-11-12,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
2212,28557,1258e7de-5254-453f-a7c0-a102735b454d,2019,1,Bengali,4,VEO,Open Society,article,2016-03-04,,Impede the spread of extremist ideology in the AOR,,
2213,28558,12d52475-2833-4854-a270-1d99719873b0,2019,1,Bengali,4,VEO,Human Rights,article,2015-06-09,,Impede the spread of extremist ideology in the AOR,,
2214,28559,14fbff64-9ecb-4d80-bd62-1de16a89e9e8,2019,1,Bengali,4,VEO,SESI,article,2016-02-16,গরিবের মেয়ে মাবিয়া–মাহফুজার স্বর্ণ বিজয়ে গর্বিত সবাই,None,,
2215,28560,16793887-b20b-46da-8c9c-fa8a152cd806,2019,1,Bengali,4,VEO,VEO Recruitment,article,2016-08-11,,Reduce effectiveness of VEO recruiting efforts,,
2216,28561,20d9557a-1936-40c2-8fb9-4c5df6aa05c5,2019,1,Bengali,4,VEO,Human Rights,article,2018-06-01,,Impede the spread of extremist ideology in the AOR,,
2217,28562,2113e551-11d2-488c-9ead-b2f7cdca79c1,2019,1,Bengali,4,VEO,Human Rights,article,2015-06-23,,Impede the spread of extremist ideology in the AOR,,
2218,28563,217e0d74-9e98-4708-971c-a96442de1310,2019,1,Bengali,4,VEO,Democratic Processes,article,2017-06-15,,Impede the spread of extremist ideology in the AOR,,
2219,28564,282b3ac5-ae82-4610-a50f-b516b02329c4,2019,1,Bengali,4,VEO,Employment (Jobs),article,2018-04-11,,Reduce effectiveness of VEO recruiting efforts,,
